,time,x,y,z
0,0.00000000000000e+000,-2.92782244965287e+006,6.23168973861174e+006,-7.70052592852416e+005
1,6.00000000000000e+001,-3.18787199644813e+006,6.13754826546427e+006,-4.08724496607804e+005
2,1.20000000000000e+002,-3.43417050227854e+006,6.01693217924697e+006,-4.56333473602952e+004
3,1.80000000000000e+002,-3.66565554655538e+006,5.87036176331638e+006,3.17654643551375e+005
4,2.40000000000000e+002,-3.88132860727708e+006,5.69846925629313e+006,6.79572415702375e+005
5,3.00000000000000e+002,-4.08025936820251e+006,5.50199612486980e+006,1.03855881917317e+006
6,3.60000000000000e+002,-4.26158973181528e+006,5.28178986545833e+006,1.39306534864564e+006
7,4.20000000000000e+002,-4.42453752076921e+006,5.03880034847299e+006,1.74156282295615e+006
8,4.80000000000000e+002,-4.56839985184829e+006,4.77407572101810e+006,2.08254798129287e+006
9,5.40000000000000e+002,-4.69255616788770e+006,4.48875788565458e+006,2.41454996758443e+006
10,6.00000000000000e+002,-4.79647091457728e+006,4.18407757474759e+006,2.73613667510918e+006
11,6.60000000000000e+002,-4.87969585060115e+006,3.86134904164267e+006,3.04592092395718e+006
12,7.20000000000000e+002,-4.94187198114840e+006,3.52196439156995e+006,3.34256644469826e+006
13,7.80000000000000e+002,-4.98273110645468e+006,3.16738757673053e+006,3.62479364244519e+006
14,8.40000000000000e+002,-5.00209697869496e+006,2.79914808146740e+006,3.89138511644853e+006
15,9.00000000000000e+002,-4.99988606223707e+006,2.41883432476032e+006,4.14119091141398e+006
16,9.60000000000000e+002,-4.97610789397673e+006,2.02808680850330e+006,4.37313347789047e+006
17,1.02000000000000e+003,-4.93086504219967e+006,1.62859104111980e+006,4.58621232033217e+006
18,1.08000000000000e+003,-4.86435266414835e+006,1.22207026704018e+006,4.77950831278472e+006
19,1.14000000000000e+003,-4.77685766420171e+006,8.10278033402983e+005,4.95218766357971e+006
20,1.20000000000000e+003,-4.66875745629914e+006,3.94990626044056e+005,5.10350551193565e+006
21,1.26000000000000e+003,-4.54051833594713e+006,-2.20005925988609e+004,5.23280914095118e+006
22,1.32000000000000e+003,-4.39269346883087e+006,-4.38896910615150e+005,5.33954079313119e+006
23,1.38000000000000e+003,-4.22592050470721e+006,-8.53900025452658e+005,5.42324007630090e+006
24,1.44000000000000e+003,-4.04091882687134e+006,-1.26521980098327e+006,5.48354594952989e+006
25,1.50000000000000e+003,-3.83848644906199e+006,-1.67108198934217e+006,5.52019828049978e+006
26,1.56000000000000e+003,-3.61949657319034e+006,-2.06973588423237e+006,5.53303896759758e+006
27,1.62000000000000e+003,-3.38489382274106e+006,-2.45946187268147e+006,5.52201262189472e+006
28,1.68000000000000e+003,-3.13569016809299e+006,-2.83857885267590e+006,5.48716680606988e+006
29,1.74000000000000e+003,-2.87296056133563e+006,-3.20545148467625e+006,5.42865182924508e+006
30,1.80000000000000e+003,-2.59783829941101e+006,-3.55849724573393e+006,5.34672009861994e+006
31,1.86000000000000e+003,-2.31151013558222e+006,-3.89619325578095e+006,5.24172503070094e+006
32,1.92000000000000e+003,-2.01521116031544e+006,-4.21708284664710e+006,5.11411952682218e+006
33,1.98000000000000e+003,-1.71021947365711e+006,-4.51978184546910e+006,4.96445401953336e+006
34,2.04000000000000e+003,-1.39785067208723e+006,-4.80298454538749e+006,4.79337409828226e+006
