,time,x,y,z
0,0.00000000000000e+000,-3.32617171753779e+005,-5.93626034718461e+006,3.55657998620405e+006
1,6.00000000000000e+001,-4.16565857470594e+003,-5.77512590377654e+006,3.82713806042934e+006
2,1.20000000000000e+002,3.24303823375312e+005,-5.58908017378969e+006,4.08118758841886e+006
3,1.80000000000000e+002,6.51374405003969e+005,-5.37892567453255e+006,4.31763271517267e+006
4,2.40000000000000e+002,9.75635251443559e+005,-5.14556891766288e+006,4.53545352313210e+006
5,3.00000000000000e+002,1.29568764775582e+006,-4.89001649890557e+006,4.73371043164380e+006
6,3.60000000000000e+002,1.61015103235689e+006,-4.61337075605302e+006,4.91154824988657e+006
7,4.20000000000000e+002,1.91766895213685e+006,-4.31682501397741e+006,5.06819986577861e+006
8,4.80000000000000e+002,2.21691491358623e+006,-4.00165843716584e+006,5.20298955495275e+006
9,5.40000000000000e+002,2.50659810469029e+006,-3.66923051198203e+006,5.31533589552647e+006
10,6.00000000000000e+002,2.78546896290946e+006,-3.32097518245578e+006,5.40475427609340e+006
11,6.60000000000000e+002,3.05232456522816e+006,-2.95839466489560e+006,5.47085898611826e+006
12,7.20000000000000e+002,3.30601381702174e+006,-2.58305296800562e+006,5.51336487971799e+006
13,7.80000000000000e+002,3.54544241735915e+006,-2.19656914645787e+006,5.53208860565238e+006
14,8.40000000000000e+002,3.76957757932327e+006,-1.80061031702125e+006,5.52694939821860e+006
15,9.00000000000000e+002,3.97745248498752e+006,-1.39688446737218e+006,5.49796942563797e+006
16,9.60000000000000e+002,4.16817045583201e+006,-9.87133088606710e+005,5.44527369443226e+006
17,1.02000000000000e+003,4.34090882060998e+006,-5.73123663233871e+005,5.36908951020197e+006
18,1.08000000000000e+003,4.49492246398026e+006,-1.56642041053936e+005,5.26974549713258e+006
19,1.14000000000000e+003,4.62954704059853e+006,2.60515264191613e+005,5.14767018045811e+006
20,1.20000000000000e+003,4.74420184080329e+006,6.76548824169519e+005,5.00339013799669e+006
21,1.26000000000000e+003,4.83839229553525e+006,1.08966405787641e+006,4.83752772873154e+006
22,1.32000000000000e+003,4.91171210968501e+006,1.49807897265127e+006,4.65079840823517e+006
23,1.38000000000000e+003,4.96384501466682e+006,1.90003185088751e+006,4.44400764251699e+006
24,1.44000000000000e+003,4.99456613265847e+006,2.29378884928755e+006,4.21804743360648e+006
25,1.50000000000000e+003,5.00374294662275e+006,2.67765147788027e+006,3.97389247185902e+006
26,1.56000000000000e+003,4.99133587192612e+006,3.04996392654012e+006,3.71259593158164e+006
27,1.62000000000000e+003,4.95739842708895e+006,3.40912020740469e+006,3.43528492811441e+006
28,1.68000000000000e+003,4.90207700293081e+006,3.75357108238147e+006,3.14315565596354e+006
29,1.74000000000000e+003,4.82561023110650e+006,4.08183074586173e+006,2.83746822895820e+006
30,1.80000000000000e+003,4.72832795475683e+006,4.39248323381536e+006,2.51954124468823e+006
31,1.86000000000000e+003,4.61064980571417e+006,4.68418853162054e+006,2.19074609666923e+006
32,1.92000000000000e+003,4.47308339440014e+006,4.95568835428207e+006,1.85250105876995e+006
33,1.98000000000000e+003,4.31622212022333e+006,5.20581157410488e+006,1.50626516741891e+006
34,2.04000000000000e+003,4.14074261192209e+006,5.43347927241035e+006,1.15353192797982e+006
35,2.10000000000000e+003,3.94740180889356e+006,5.63770939350449e+006,7.95822872443472e+005
36,2.16000000000000e+003,3.73703369609874e+006,5.81762098082301e+006,4.34680996225514e+005
37,2.22000000000000e+003,3.51054570662778e+006,5.97243797698028e+006,7.16641023806264e+004
38,2.28000000000000e+003,3.26891480744319e+006,6.10149257133065e+006,-2.91661918056749e+005
39,2.34000000000000e+003,3.01318328518533e+006,6.20422808060215e+006,-6.53729840619568e+005
40,2.40000000000000e+003,2.74445425021827e+006,6.28020135017687e+006,-1.01297786770719e+006
41,2.46000000000000e+003,2.46388687830952e+006,6.32908466565995e+006,-1.36785636547530e+006
42,2.52000000000000e+003,2.17269141046902e+006,6.35066716649162e+006,-1.71683454825691e+006
43,2.58000000000000e+003,1.87212393251563e+006,6.34485575550442e+006,-2.05840708168081e+006
44,2.64000000000000e+003,1.56348095688982e+006,6.31167550050240e+006,-2.39110057600464e+006
45,2.70000000000000e+003,1.24809383008419e+006,6.25126952612993e+006,-2.71347994165317e+006
46,2.76000000000000e+003,9.27322989815603e+005,6.16389839649655e+006,-3.02415457954710e+006
47,2.82000000000000e+003,6.02552096710890e+005,6.04993899122105e+006,-3.32178437951977e+006
48,2.88000000000000e+003,2.75182065819418e+005,5.90988287974286e+006,-3.60508550094761e+006
49,2.94000000000000e+003,-5.33749763021469e+004,5.74433420091335e+006,-3.87283591065913e+006
50,3.00000000000000e+003,-3.81701782866435e+005,5.55400705701356e+006,-4.12388065423445e+006
51,3.06000000000000e+003,-7.08382100218355e+005,5.33972243343921e+006,-4.35713683795739e+006
52,3.12000000000000e+003,-1.03200677691415e+006,5.10240465734023e+006,-4.57159829993023e+006
53,3.18000000000000e+003,-1.35117984216471e+006,4.84307741049071e+006,-4.76633995020197e+006
54,3.24000000000000e+003,-1.66452452742348e+006,4.56285931358768e+006,-4.94052176118887e+006
55,3.30000000000000e+003,-1.97068920514459e+006,4.26295910102634e+006,-5.09339239117431e+006
56,3.36000000000000e+003,-2.26835321909403e+006,3.94467040696543e+006,-5.22429242525779e+006
57,3.42000000000000e+003,-2.55623258106458e+006,3.60936618517335e+006,-5.33265721977329e+006
58,3.48000000000000e+003,-2.83308550942140e+006,3.25849278672525e+006,-5.41801933790708e+006
59,3.54000000000000e+003,-3.09771778558755e+006,2.89356372109734e+006,-5.48001056600924e+006
60,3.60000000000000e+003,-3.34898790536392e+006,2.51615312757009e+006,-5.51836350190113e+006
61,3.66000000000000e+003,-3.58581200286312e+006,2.12788898510185e+006,-5.53291270832768e+006
62,3.72000000000000e+003,-3.80716852581775e+006,1.73044608996243e+006,-5.52359542657909e+006
63,3.78000000000000e+003,-4.01210264209579e+006,1.32553883141788e+006,-5.49045184720350e+006
64,3.84000000000000e+003,-4.19973035841546e+006,9.14913796628985e+005,-5.43362493664317e+006
65,3.90000000000000e+003,-4.36924233349324e+006,5.00342236662542e+005,-5.35335982054177e+006
66,3.96000000000000e+003,-4.51990736917693e+006,8.36124261137554e+004,-5.25000272638296e+006
67,4.02000000000000e+003,-4.65107556450438e+006,-3.33478050703295e+005,-5.12399949002129e+006
68,4.08000000000000e+003,-4.76218111908297e+006,-7.49130053723024e+005,-4.97589363254759e+006
69,4.14000000000000e+003,-4.85274477369710e+006,-1.16155064780657e+006,-4.80632401578427e+006
70,4.20000000000000e+003,-4.92237587761615e+006,-1.56896083665473e+006,-4.61602208652377e+006
71,4.26000000000000e+003,-4.97077407368543e+006,-1.96960323659509e+006,-4.40580872139723e+006
72,4.32000000000000e+003,-4.99773059393134e+006,-2.36174965714195e+006,-4.17659068598320e+006
73,4.38000000000000e+003,-5.00312916009220e+006,-2.74370855563013e+006,-3.92935672343021e+006
74,4.44000000000000e+003,-4.98694648519021e+006,-3.11383233376651e+006,-3.66517328946507e+006
75,4.50000000000000e+003,-4.94925237398095e+006,-3.47052444462548e+006,-3.38517995218422e+006
76,4.56000000000000e+003,-4.89020942184714e+006,-3.81224627943173e+006,-3.09058447647130e+006
77,4.62000000000000e+003,-4.81007231343560e+006,-4.13752380442411e+006,-2.78265761424454e+006
78,4.68000000000000e+003,-4.70918672406257e+006,-4.44495391917197e+006,-2.46272762300656e+006
79,4.74000000000000e+003,-4.58798782862650e+006,-4.73321050891709e+006,-2.13217453634099e+006
80,4.80000000000000e+003,-4.44699842445984e+006,-5.00105016483429e+006,-1.79242421107046e+006
81,4.86000000000000e+003,-4.28682667621743e+006,-5.24731754753585e+006,-1.44494217675380e+006
82,4.92000000000000e+003,-4.10816349252856e+006,-5.47095037068416e+006,-1.09122731405303e+006
83,4.98000000000000e+003,-3.91177954572907e+006,-5.67098398321556e+006,-7.32805389238653e+005
84,5.04000000000000e+003,-3.69852194752868e+006,-5.84655553040963e+006,-3.71222472722633e+005
85,5.10000000000000e+003,-3.46931059495341e+006,-5.99690767585497e+006,-8.03827000842756e+003
86,5.16000000000000e+003,-3.22513420232506e+006,-6.12139186825673e+006,3.55180606174562e+005
87,5.22000000000000e+003,-2.96704603639379e+006,-6.21947113899411e+006,7.16867393531254e+005
88,5.28000000000000e+003,-2.69615937302080e+006,-6.29072241836066e+006,1.07546193850626e+006
89,5.34000000000000e+003,-2.41364269500875e+006,-6.33483836049607e+006,1.42941742608216e+006
90,5.40000000000000e+003,-2.12071465179429e+006,-6.35162866913743e+006,1.77720705204133e+006
