,time,x,y,z
0,0.00000000000000e+000,-7.41529295823310e+006,-2.17062931718653e+006,-2.94048081904037e+006
1,3.00000000000000e+001,-7.32596004358713e+006,-2.27001219678304e+006,-3.08605607642034e+006
2,6.00000000000000e+001,-7.23244236902758e+006,-2.36836436375980e+006,-3.22966773270965e+006
3,9.00000000000000e+001,-7.13479474064406e+006,-2.46564217329907e+006,-3.37122462036134e+006
4,1.20000000000000e+002,-7.03307437144301e+006,-2.56180242758515e+006,-3.51063690075841e+006
5,1.50000000000000e+002,-6.92734084545863e+006,-2.65680239235437e+006,-3.64781612097331e+006
6,1.80000000000000e+002,-6.81765608046367e+006,-2.75059981324995e+006,-3.78267526954486e+006
7,2.10000000000000e+002,-6.70408428931300e+006,-2.84315293197623e+006,-3.91512883123663e+006
8,2.40000000000000e+002,-6.58669193994881e+006,-2.93442050225177e+006,-4.04509284074693e+006
9,2.70000000000000e+002,-6.46554771410263e+006,-3.02436180555565e+006,-4.17248493533612e+006
10,3.00000000000000e+002,-6.34072246472457e+006,-3.11293666666647e+006,-4.29722440634284e+006
11,3.30000000000000e+002,-6.21228917217598e+006,-3.20010546898923e+006,-4.41923224955777e+006
12,3.60000000000000e+002,-6.08032289921646e+006,-3.28582916967041e+006,-4.53843121442948e+006
13,3.90000000000000e+002,-5.94490074482296e+006,-3.37006931449676e+006,-4.65474585207241e+006
14,4.20000000000000e+002,-5.80610179687282e+006,-3.45278805257791e+006,-4.76810256205409e+006
15,4.50000000000000e+002,-5.66400708372766e+006,-3.53394815081034e+006,-4.87842963793513e+006
16,4.80000000000000e+002,-5.51869952475341e+006,-3.61351300812126e+006,-4.98565731153921e+006
17,5.10000000000000e+002,-5.37026387981091e+006,-3.69144666949185e+006,-5.08971779593114e+006
18,5.40000000000000e+002,-5.21878669775454e+006,-3.76771383975821e+006,-5.19054532708114e+006
19,5.70000000000000e+002,-5.06435626397353e+006,-3.84227989718960e+006,-5.28807620419593e+006
20,6.00000000000000e+002,-4.90706254701184e+006,-3.91511090684351e+006,-5.38224882869778e+006
21,6.30000000000000e+002,-4.74699714430414e+006,-3.98617363369612e+006,-5.47300374183292e+006
22,6.60000000000000e+002,-4.58425322706233e+006,-4.05543555554857e+006,-5.56028366089318e+006
23,6.90000000000000e+002,-4.41892548434851e+006,-4.12286487570866e+006,-5.64403351403543e+006
24,7.20000000000000e+002,-4.25111006637233e+006,-4.18843053544687e+006,-5.72420047368262e+006
25,7.50000000000000e+002,-4.08090452704566e+006,-4.25210222622761e+006,-5.80073398849436e+006
26,7.80000000000000e+002,-3.90840776583227e+006,-4.31385040171472e+006,-5.87358581389308e+006
27,8.10000000000000e+002,-3.73371996892752e+006,-4.37364628955135e+006,-5.94271004113379e+006
28,8.40000000000000e+002,-3.55694254980261e+006,-4.43146190291419e+006,-6.00806312490725e+006
29,8.70000000000000e+002,-3.37817808915027e+006,-4.48727005184132e+006,-6.06960390946499e+006
30,9.00000000000000e+002,-3.19753027426407e+006,-4.54104435433454e+006,-6.12729365325828e+006
31,9.30000000000000e+002,-3.01510383788869e+006,-4.59275924723464e+006,-6.18109605208104e+006
32,9.60000000000000e+002,-2.83100449657501e+006,-4.64238999686996e+006,-6.23097726070946e+006
33,9.90000000000000e+002,-2.64533888857180e+006,-4.68991270947810e+006,-6.27690591303155e+006
34,1.02000000000000e+003,-2.45821451129246e+006,-4.73530434139917e+006,-6.31885314065904e+006
35,1.05000000000000e+003,-2.26973965838555e+006,-4.77854270904125e+006,-6.35679259001722e+006
36,1.08000000000000e+003,-2.08002335644686e+006,-4.81960649861591e+006,-6.39070043790630e+006
37,1.11000000000000e+003,-1.88917530140372e+006,-4.85847527564382e+006,-6.42055540553069e+006
38,1.14000000000000e+003,-1.69730579460515e+006,-4.89512949422874e+006,-6.44633877099171e+006
39,1.17000000000000e+003,-1.50452567865097e+006,-4.92955050609878e+006,-6.46803438024061e+006
40,1.20000000000000e+003,-1.31094627299263e+006,-4.96172056941317e+006,-6.48562865648894e+006
41,1.23000000000000e+003,-1.11667930933769e+006,-4.99162285733294e+006,-6.49911060807406e+006
42,1.26000000000000e+003,-9.21836866889382e+005,-5.01924146635364e+006,-6.50847183477804e+006
43,1.29000000000000e+003,-7.26531307456288e+005,-5.04456142439737e+006,-6.51370653259840e+006
44,1.32000000000000e+003,-5.30875210460035e+005,-5.06756869866232e+006,-6.51481149697033e+006
45,1.35000000000000e+003,-3.34981307875803e+005,-5.08825020322665e+006,-6.51178612443965e+006
46,1.38000000000000e+003,-1.38962419136497e+005,-5.10659380640377e+006,-6.50463241278694e+006
47,1.41000000000000e+003,5.70686139686911e+004,-5.12258833784605e+006,-6.49335495960323e+006
48,1.44000000000000e+003,2.52998992368107e+005,-5.13622359539314e+006,-6.47796095931865e+006
49,1.47000000000000e+003,4.48716024724122e+005,-5.14749035166144e+006,-6.45846019868516e+006
50,1.50000000000000e+003,6.44107192359534e+005,-5.15638036037040e+006,-6.43486505071571e+006
51,1.53000000000000e+003,8.39060214062573e+005,-5.16288636240162e+006,-6.40719046708220e+006
52,1.56000000000000e+003,1.03346311073948e+006,-5.16700209158597e+006,-6.37545396897517e+006
53,1.59000000000000e+003,1.22720426988305e+006,-5.16872228021413e+006,-6.33967563642864e+006
54,1.62000000000000e+003,1.42017250982512e+006,-5.16804266426529e+006,-6.29987809611412e+006
55,1.65000000000000e+003,1.61225714374749e+006,-5.16495998834865e+006,-6.25608650760691e+006
56,1.68000000000000e+003,1.80334804338029e+006,-5.15947201035342e+006,-6.20832854813843e+006
